year_month,department_name,region_name,revenue,opex,capex,profit,headcount,profit_margin,revenue_variance,tickets_resolved,sla_breaches,cycle_time,utilization,backlog
2021-07,Sales,Asia Pacific,1226026.9,973724.84,72195.0,180107.06,28.0,14.69,19.36,60,2,2.36,76.46,35.0
2021-07,Sales,Europe,1233031.5,965584.09,50158.39,217289.03,33.0,17.62,-9.42,85,3,2.0,73.42,69.0
2021-07,Sales,Latin America,933314.23,619552.74,52805.34,260956.15,20.0,27.96,25.36,54,3,2.44,80.37,38.0
2021-07,Sales,North America,1643256.47,998911.55,88919.08,555425.84,41.0,33.8,9.12,98,5,2.5,71.44,32.0
2021-08,Customer Support,Asia Pacific,268602.56,161686.43,19996.59,86919.54,38.0,32.36,-8.7,390,12,1.26,91.32,438.0
2021-08,Customer Support,Europe,336007.51,211180.42,26868.65,97958.44,43.0,29.15,-9.37,498,27,1.28,91.48,388.0
2021-08,Customer Support,Latin America,196043.19,118927.76,13039.72,64075.71,29.0,32.68,-12.96,303,15,1.03,76.33,287.0
2021-08,Customer Support,North America,381379.59,231849.72,30272.47,119257.4,47.0,31.27,12.92,733,37,1.21,83.68,466.0
2021-08,Engineering,Asia Pacific,668874.26,500787.27,86716.6,81370.4,51.0,12.17,-17.94,121,4,5.16,79.75,116.0
2021-08,Engineering,Europe,871205.45,674634.24,106073.48,90497.74,56.0,10.39,25.59,160,9,5.61,72.2,159.0
2021-08,Engineering,Latin America,548533.9,329820.91,75271.08,143441.91,38.0,26.15,-2.75,101,3,6.16,89.54,100.0
2021-08,Engineering,North America,993824.67,731482.94,156146.44,106195.3,67.0,10.69,6.1,186,14,4.98,75.69,162.0
2021-08,Finance,Asia Pacific,190218.55,146269.82,6302.38,37646.36,14.0,19.79,5.04,30,1,1.4,91.79,28.0
2021-08,Finance,Europe,193896.08,153883.43,5085.18,34927.47,17.0,18.01,-1.34,37,1,1.26,72.59,28.0
2021-08,Finance,Latin America,117638.04,92248.17,3693.81,21696.06,11.0,18.44,-25.96,23,1,1.49,84.11,13.0
2021-08,Finance,North America,214372.18,129958.16,6821.32,77592.69,18.0,36.2,-11.35,53,2,1.41,79.17,35.0
2021-08,HR,Asia Pacific,124434.0,85989.37,2002.51,36442.11,8.0,29.29,-1.1,26,0,2.18,77.91,14.0
2021-08,HR,Europe,146230.62,89616.23,3020.51,53593.88,10.0,36.65,-14.54,33,1,2.9,72.69,25.0
2021-08,HR,Latin America,102002.6,73442.29,1870.04,26690.26,7.0,26.17,-3.51,17,0,2.04,79.93,14.0
2021-08,HR,North America,155723.37,97332.89,3345.64,55044.83,12.0,35.35,-22.45,44,2,2.44,87.76,41.0
2021-08,Marketing,Asia Pacific,452099.68,300520.62,45004.59,106574.46,20.0,23.57,-15.66,51,2,3.53,86.22,21.0
2021-08,Marketing,Europe,668886.33,501618.17,56991.42,110276.74,22.0,16.49,8.06,56,2,3.23,78.22,48.0
2021-08,Marketing,Latin America,403819.05,264390.56,48411.84,91016.65,14.0,22.54,-0.1,37,0,3.44,79.4,27.0
2021-08,Marketing,North America,671146.63,486033.05,54919.72,130193.87,27.0,19.4,-16.14,81,1,2.57,84.91,74.0
2021-08,Operations,Asia Pacific,344698.49,271871.69,40035.66,32791.13,24.0,9.51,-6.93,152,11,5.03,83.13,111.0
2021-08,Operations,Europe,412103.11,301207.09,44967.23,65928.79,29.0,16.0,4.23,206,7,4.23,74.13,230.0
2021-08,Operations,Latin America,255117.81,203276.73,29503.87,22337.21,20.0,8.76,-4.63,122,7,3.88,77.53,93.0
2021-08,Operations,North America,421780.6,320115.41,54534.86,47130.33,30.0,11.17,-4.33,286,15,3.7,75.09,266.0
2021-08,Product,Asia Pacific,380687.85,269625.7,82504.51,28557.64,25.0,7.5,-13.3,86,2,5.81,81.75,68.0
2021-08,Product,Europe,430697.17,313240.04,93253.72,24203.41,24.0,5.62,-24.68,103,4,7.02,89.6,80.0
2021-08,Product,Latin America,373030.75,249143.52,84001.31,39885.92,17.0,10.69,-3.38,65,2,5.21,79.98,44.0
2021-08,Product,North America,598282.98,441468.82,134043.47,22770.69,30.0,3.81,10.01,121,3,7.46,88.79,108.0
2021-08,Sales,Asia Pacific,1097517.71,863094.09,46150.83,188272.78,31.0,17.15,6.85,67,4,1.86,82.99,41.0
2021-08,Sales,Europe,1034522.13,778173.32,52579.93,203768.88,35.0,19.7,-24.0,83,3,1.92,86.12,83.0
2021-08,Sales,Latin America,714524.88,471724.12,38701.13,204099.63,20.0,28.56,-4.03,44,2,2.26,84.8,44.0
2021-08,Sales,North America,1463015.64,953828.73,77071.83,432115.09,38.0,29.54,-2.85,102,5,1.87,90.6,32.0
2021-09,Customer Support,Asia Pacific,276029.31,190115.2,25334.12,60579.99,36.0,21.95,-6.18,444,12,0.85,84.73,485.0
2021-09,Customer Support,Europe,309505.47,198198.23,26478.14,84829.1,47.0,27.41,-16.52,509,10,0.96,83.42,480.0
2021-09,Customer Support,Latin America,224824.83,177369.44,19304.34,28151.04,30.0,12.52,-0.18,297,21,1.26,80.07,339.0
2021-09,Customer Support,North America,348749.16,255763.16,23878.45,69107.54,46.0,19.82,3.26,715,39,1.25,93.55,475.0
2021-09,Engineering,Asia Pacific,777896.7,500843.19,138894.95,138158.57,47.0,17.76,-4.57,135,5,5.44,89.8,124.0
2021-09,Engineering,Europe,831625.2,512552.23,102806.44,216266.53,51.0,26.01,19.88,162,8,6.18,77.22,161.0
2021-09,Engineering,Latin America,591626.61,432917.77,88679.94,70028.89,38.0,11.84,4.89,97,2,4.73,73.62,115.0
2021-09,Engineering,North America,946442.82,722570.81,139258.74,84613.26,66.0,8.94,1.04,191,10,5.08,71.78,180.0
2021-09,Finance,Asia Pacific,150640.81,112570.93,4815.33,33254.55,14.0,22.08,-16.81,33,0,1.52,80.2,28.0
2021-09,Finance,Europe,179745.02,130032.76,5838.36,43873.9,15.0,24.41,-8.54,38,1,1.35,75.8,34.0
2021-09,Finance,Latin America,148558.68,106527.1,5113.28,36918.3,10.0,24.85,-6.5,25,1,1.74,88.21,13.0
2021-09,Finance,North America,210168.34,147949.01,5893.97,56325.36,20.0,26.8,-13.09,51,1,1.4,91.39,35.0
2021-09,HR,Asia Pacific,113173.56,71261.84,2704.06,39207.66,10.0,34.64,-10.05,25,1,3.18,81.07,16.0
2021-09,HR,Europe,129271.09,89253.9,3034.12,36983.06,10.0,28.61,-24.45,33,2,2.12,88.47,31.0
2021-09,HR,Latin America,115893.57,84350.12,2658.99,28884.46,7.0,24.92,9.63,18,1,2.1,82.53,16.0
2021-09,HR,North America,162874.62,99584.37,3298.11,59992.14,14.0,36.83,-18.89,44,3,3.13,70.39,49.0
2021-09,Marketing,Asia Pacific,544242.81,395290.11,59499.08,89453.62,18.0,16.44,1.53,49,2,3.01,74.96,30.0
2021-09,Marketing,Europe,569504.29,373233.5,59054.19,137216.61,23.0,24.09,-8.0,59,3,3.23,86.52,51.0
2021-09,Marketing,Latin America,458335.03,291472.03,41021.78,125841.22,16.0,27.46,13.39,37,2,3.02,78.88,30.0
2021-09,Marketing,North America,686952.18,511814.78,68328.91,106808.5,27.0,15.55,-14.16,84,6,2.77,88.65,82.0
2021-09,Operations,Asia Pacific,399197.03,260127.44,50906.95,88162.65,23.0,22.08,7.78,171,7,5.02,85.95,137.0
2021-09,Operations,Europe,390528.3,262375.14,48605.79,79547.37,25.0,20.37,-1.22,207,6,3.45,93.32,255.0
2021-09,Operations,Latin America,242021.57,192156.47,28505.76,21359.35,17.0,8.83,-9.53,121,9,4.84,91.35,97.0
2021-09,Operations,North America,516162.57,360516.62,55676.96,99968.99,34.0,19.37,17.08,265,13,4.29,82.43,273.0
2021-09,Product,Asia Pacific,385777.14,282222.62,92568.42,10986.1,22.0,2.85,-12.14,83,5,5.8,87.39,79.0
2021-09,Product,Europe,511735.65,329115.12,108851.72,73768.81,26.0,14.42,-10.5,103,6,5.9,70.47,82.0
2021-09,Product,Latin America,330699.03,256010.88,73610.57,1077.57,19.0,0.33,-14.35,64,3,7.54,82.23,49.0
2021-09,Product,North America,647743.62,462567.93,105213.62,79962.06,35.0,12.34,19.1,132,8,6.23,73.06,132.0
2021-09,Sales,Asia Pacific,1165739.32,868981.51,63945.62,232812.2,28.0,19.97,13.49,72,5,2.49,81.7,50.0
2021-09,Sales,Europe,1229465.47,755432.37,49932.34,424100.75,30.0,34.49,-9.68,82,3,2.08,85.07,99.0
2021-09,Sales,Latin America,784891.72,625974.62,32025.3,126891.8,24.0,16.17,5.42,53,2,2.56,80.39,50.0
2021-09,Sales,North America,1285657.06,1027582.98,76491.28,181582.8,40.0,14.12,-14.62,102,6,2.54,83.19,43.0
2021-10,Customer Support,Asia Pacific,246769.39,165582.08,16341.45,64845.86,39.0,26.28,-16.12,449,17,0.81,77.52,536.0
2021-10,Customer Support,Europe,260995.14,161068.36,24171.83,75754.95,40.0,29.03,-29.6,561,13,0.92,87.38,525.0
2021-10,Customer Support,Latin America,227915.94,147402.91,18525.09,61987.94,32.0,27.2,1.2,305,15,1.24,92.81,355.0
2021-10,Customer Support,North America,318460.2,197707.08,27762.99,92990.13,53.0,29.2,-5.71,718,39,1.19,74.79,482.0
2021-10,Engineering,Asia Pacific,726401.72,436677.65,101314.99,188409.08,47.0,25.94,-10.88,132,3,5.13,82.67,142.0
2021-10,Engineering,Europe,859154.25,652581.55,125552.5,81020.2,57.0,9.43,23.85,150,9,4.82,76.05,166.0
2021-10,Engineering,Latin America,590231.92,400007.03,86717.83,103507.06,36.0,17.54,4.65,96,6,4.11,77.41,120.0
2021-10,Engineering,North America,1064312.28,724613.67,148601.4,191097.21,67.0,17.95,13.62,191,7,4.11,85.84,189.0
2021-10,Finance,Asia Pacific,194290.36,127252.65,6580.88,60456.83,14.0,31.12,7.29,32,1,1.71,83.54,33.0
2021-10,Finance,Europe,193805.83,148837.5,6744.5,38223.83,15.0,19.72,-1.38,43,1,1.36,85.82,42.0
2021-10,Finance,Latin America,122471.63,88763.99,3603.26,30104.37,11.0,24.58,-22.92,26,0,1.95,88.81,17.0
2021-10,Finance,North America,261825.33,203396.73,7000.41,51428.19,18.0,19.64,8.27,52,3,1.72,89.14,39.0
2021-10,HR,Asia Pacific,138215.9,96661.76,3303.68,38250.47,9.0,27.67,9.85,26,1,2.65,90.76,18.0
2021-10,HR,Europe,155701.11,112325.71,3172.19,40203.21,10.0,25.82,-9.0,29,0,2.99,90.89,31.0
2021-10,HR,Latin America,101537.63,69618.25,2207.51,29711.87,7.0,29.26,-3.95,17,0,2.63,83.28,18.0
2021-10,HR,North America,191943.52,148287.78,3403.91,40251.84,12.0,20.97,-4.42,41,2,2.14,78.69,56.0
2021-10,Marketing,Asia Pacific,513694.31,318636.44,51079.13,143978.74,18.0,28.03,-4.17,54,1,2.8,82.38,39.0
2021-10,Marketing,Europe,668692.43,433778.41,78291.43,156622.58,19.0,23.42,8.03,63,4,3.75,91.89,61.0
2021-10,Marketing,Latin America,393978.65,299662.2,40015.01,54301.44,14.0,13.78,-2.53,37,2,2.61,76.31,35.0
2021-10,Marketing,North America,814794.83,491848.06,71564.34,251382.43,23.0,30.85,1.81,79,2,3.17,83.72,90.0
2021-10,Operations,Asia Pacific,365654.92,238155.64,52003.62,75495.66,24.0,20.65,-1.27,172,10,3.62,92.12,158.0
2021-10,Operations,Europe,419879.87,267164.39,50892.73,101822.75,28.0,24.25,6.2,203,10,3.4,90.13,270.0
2021-10,Operations,Latin America,282969.38,172238.51,35764.86,74966.01,20.0,26.49,5.78,123,3,5.08,88.88,102.0
2021-10,Operations,North America,508878.4,333073.53,58953.74,116851.12,30.0,22.96,15.42,253,10,3.73,78.75,308.0
2021-10,Product,Asia Pacific,456394.55,361247.72,79423.71,15723.12,25.0,3.45,3.94,83,1,6.86,77.35,88.0
2021-10,Product,Europe,521970.76,371411.78,114025.58,36533.4,27.0,7.0,-8.71,109,4,4.82,70.23,92.0
2021-10,Product,Latin America,352206.5,218133.91,69042.93,65029.66,20.0,18.46,-8.78,60,1,6.02,75.81,55.0
2021-10,Product,North America,603268.26,401093.01,112594.08,89581.17,33.0,14.85,10.92,134,7,7.65,94.97,138.0
2021-10,Sales,Asia Pacific,922235.27,616283.32,43902.01,262049.94,28.0,28.41,-10.22,60,1,2.02,93.57,58.0
2021-10,Sales,Europe,1181639.52,798737.69,67668.56,315233.27,32.0,26.68,-13.19,81,5,1.94,77.26,107.0
2021-10,Sales,Latin America,844737.32,609546.42,46712.0,188478.9,24.0,22.31,13.46,46,3,2.33,85.27,57.0
2021-10,Sales,North America,1316367.16,809090.84,68541.88,438734.44,40.0,33.33,-12.58,100,3,1.91,83.05,56.0
2021-11,Customer Support,Asia Pacific,248129.7,173107.25,17071.71,57950.74,38.0,23.36,-15.66,380,21,0.89,78.65,562.0
2021-11,Customer Support,Europe,312357.67,194269.99,25467.99,92619.69,43.0,29.65,-15.75,561,25,1.02,85.86,611.0
2021-11,Customer Support,Latin America,217871.15,147101.73,16693.99,54075.42,30.0,24.82,-3.26,313,12,0.85,73.64,357.0
2021-11,Customer Support,North America,321137.95,208174.56,30581.31,82382.08,55.0,25.65,-4.92,749,57,0.84,93.34,536.0
2021-11,Engineering,Asia Pacific,757130.63,548705.55,94904.41,113520.68,52.0,14.99,-7.11,126,6,6.31,83.73,156.0
2021-11,Engineering,Europe,748825.94,597935.04,131508.85,19382.04,55.0,2.59,7.95,145,6,4.18,84.95,173.0
2021-11,Engineering,Latin America,642444.43,485948.58,104413.08,52082.78,34.0,8.11,13.9,92,7,5.94,77.14,135.0
2021-11,Engineering,North America,1052831.83,799194.11,184909.56,68728.17,62.0,6.53,12.4,192,9,4.39,86.77,217.0
2021-11,Finance,Asia Pacific,176998.82,109776.29,5718.11,61504.42,13.0,34.75,-2.26,36,1,1.59,88.4,37.0
2021-11,Finance,Europe,221228.71,176260.83,5944.45,39023.43,15.0,17.64,12.57,39,2,1.55,82.38,45.0
2021-11,Finance,Latin America,168100.02,128225.7,5275.42,34598.9,11.0,20.58,5.8,27,1,1.55,72.21,20.0
2021-11,Finance,North America,271924.5,188160.9,6715.98,77047.62,21.0,28.33,12.44,50,2,1.58,71.08,42.0
2021-11,HR,Asia Pacific,152472.66,91819.99,2947.18,57705.49,9.0,37.85,21.18,25,1,2.4,85.26,22.0
2021-11,HR,Europe,142389.62,95906.8,2749.98,43732.85,11.0,30.71,-16.78,32,1,2.24,81.74,35.0
2021-11,HR,Latin America,101818.65,76573.53,1740.78,23504.34,7.0,23.08,-3.68,19,0,2.58,92.27,18.0
2021-11,HR,North America,189625.95,129934.86,3232.3,56458.78,14.0,29.77,-5.57,39,1,2.68,83.31,56.0
2021-11,Marketing,Asia Pacific,588165.16,449649.98,50171.07,88344.11,21.0,15.02,9.72,52,2,3.43,70.49,46.0
2021-11,Marketing,Europe,608750.57,386376.97,65622.12,156751.48,21.0,25.75,-1.66,59,4,2.78,79.5,71.0
2021-11,Marketing,Latin America,437196.44,315328.19,48350.6,73517.65,14.0,16.82,8.16,37,2,3.83,93.14,41.0
2021-11,Marketing,North America,835477.76,635953.2,93240.33,106284.22,25.0,12.72,4.4,79,3,3.07,85.66,92.0
2021-11,Operations,Asia Pacific,354961.57,248909.12,41564.78,64487.67,22.0,18.17,-4.16,160,4,3.42,77.28,177.0
2021-11,Operations,Europe,372249.85,295053.8,45554.98,31641.07,30.0,8.5,-5.85,197,14,4.83,94.47,304.0
2021-11,Operations,Latin America,267673.83,193773.8,34050.7,39849.34,17.0,14.89,0.06,133,9,4.45,70.14,106.0
2021-11,Operations,North America,486350.81,306048.31,55269.71,125032.79,30.0,25.71,10.31,273,11,4.13,87.25,356.0
2021-11,Product,Asia Pacific,464815.43,338125.48,98888.7,27801.26,26.0,5.98,5.86,87,4,7.3,71.81,100.0
2021-11,Product,Europe,512719.29,333746.48,116525.57,62447.24,24.0,12.18,-10.33,107,6,7.28,72.67,102.0
2021-11,Product,Latin America,378251.36,231993.06,76207.3,70051.0,17.0,18.52,-2.03,63,2,5.82,85.52,66.0
2021-11,Product,North America,700751.13,554341.05,156234.06,-9823.98,31.0,-1.4,28.85,135,10,5.15,93.66,157.0
2021-11,Sales,Asia Pacific,1270597.73,888646.78,76036.58,305914.37,31.0,24.08,23.7,60,3,1.77,72.61,60.0
2021-11,Sales,Europe,1180838.25,802257.14,57795.01,320786.1,33.0,27.17,-13.25,80,3,1.9,88.14,110.0
2021-11,Sales,Latin America,991192.94,617784.08,55852.73,317556.14,22.0,32.04,33.13,49,2,1.64,94.26,64.0
2021-11,Sales,North America,1397859.54,939399.75,58364.63,400095.17,43.0,28.62,-7.17,107,7,2.42,74.72,71.0
2021-12,Customer Support,Asia Pacific,310452.28,208344.09,27758.88,74349.31,36.0,23.95,5.52,424,29,1.19,75.38,622.0
2021-12,Customer Support,Europe,342295.13,232180.55,26426.52,83688.07,46.0,24.45,-7.68,564,25,1.08,75.77,694.0
2021-12,Customer Support,Latin America,231769.43,168835.95,15314.24,47619.25,31.0,20.55,2.91,335,13,0.89,70.07,387.0
2021-12,Customer Support,North America,459100.56,309278.56,35973.07,113848.93,55.0,24.8,35.93,669,46,1.28,80.97,588.0
2021-12,Engineering,Asia Pacific,764015.56,503720.89,107712.59,152582.07,52.0,19.97,-6.27,115,3,4.69,83.69,159.0
2021-12,Engineering,Europe,774003.27,475432.55,93442.71,205128.01,60.0,26.5,11.58,144,6,4.84,87.95,194.0
2021-12,Engineering,Latin America,562895.27,357338.23,70870.62,134686.42,40.0,23.93,-0.2,87,6,6.01,74.52,142.0
2021-12,Engineering,North America,1069507.1,787205.95,131015.02,151286.13,61.0,14.15,14.18,205,14,5.01,72.56,219.0
2021-12,Finance,Asia Pacific,207969.3,156439.57,5390.74,46139.0,14.0,22.19,14.85,34,2,1.62,76.38,38.0
2021-12,Finance,Europe,222556.81,146778.37,6850.36,68928.08,17.0,30.97,13.24,39,1,1.62,93.62,46.0
2021-12,Finance,Latin America,143590.17,107016.65,5155.13,31418.38,10.0,21.88,-9.63,22,0,1.76,71.19,20.0
2021-12,Finance,North America,266867.75,204991.95,8751.56,53124.24,20.0,19.91,10.35,55,1,1.42,74.05,44.0
2021-12,HR,Asia Pacific,161582.84,98090.85,3549.31,59942.69,9.0,37.1,28.42,25,0,2.64,70.6,23.0
2021-12,HR,Europe,150916.84,101276.8,3360.97,46279.06,11.0,30.67,-11.8,29,1,2.72,93.7,35.0
2021-12,HR,Latin America,111932.55,74478.39,1924.24,35529.92,7.0,31.74,5.89,20,1,2.56,77.14,19.0
2021-12,HR,North America,217786.25,139558.98,4451.7,73775.57,13.0,33.88,8.45,42,2,2.57,87.45,59.0
2021-12,Marketing,Asia Pacific,588503.81,425245.74,69280.45,93977.61,18.0,15.97,9.78,52,1,3.06,71.79,50.0
2021-12,Marketing,Europe,633685.85,497834.2,56388.3,79463.35,21.0,12.54,2.37,58,4,3.69,87.2,81.0
2021-12,Marketing,Latin America,423888.22,329524.34,44861.12,49502.76,14.0,11.68,4.87,39,1,2.9,84.88,47.0
2021-12,Marketing,North America,818961.66,613905.64,92109.27,112946.75,27.0,13.79,2.33,77,4,3.45,76.16,105.0
2021-12,Operations,Asia Pacific,360930.16,255901.43,51708.35,53320.38,27.0,14.77,-2.55,166,3,4.17,82.53,187.0
2021-12,Operations,Europe,438743.86,337130.66,57461.21,44152.0,29.0,10.06,10.97,217,8,3.6,93.41,304.0
2021-12,Operations,Latin America,279547.33,175093.29,36577.94,67876.11,20.0,24.28,4.5,117,4,4.54,89.56,118.0
2021-12,Operations,North America,590561.38,454320.56,82742.65,53498.16,31.0,9.06,33.95,249,10,3.52,87.38,361.0
2021-12,Product,Asia Pacific,542191.81,402054.85,120957.14,19179.83,25.0,3.54,23.48,78,4,7.11,81.56,111.0
2021-12,Product,Europe,609120.73,426172.01,101214.34,81734.38,25.0,13.42,6.53,99,4,6.3,75.38,107.0
2021-12,Product,Latin America,347410.59,231249.88,67648.33,48512.38,17.0,13.96,-10.02,66,1,7.7,90.53,68.0
2021-12,Product,North America,678119.89,488719.33,145197.29,44203.27,35.0,6.52,24.69,133,7,5.36,91.49,163.0
2021-12,Sales,Asia Pacific,1240163.26,936232.43,65577.46,238353.38,30.0,19.22,20.73,64,2,1.62,89.31,62.0
2021-12,Sales,Europe,1439581.57,1043599.77,68579.93,327401.87,31.0,22.74,5.76,82,2,1.98,82.44,115.0
2021-12,Sales,Latin America,1063445.68,807945.24,48765.83,206734.61,25.0,19.44,42.84,46,2,2.37,90.35,68.0
2021-12,Sales,North America,1485735.06,897664.77,61871.11,526199.18,43.0,35.42,-1.34,106,7,2.11,73.2,86.0
2022-01,Customer Support,Asia Pacific,296268.81,236038.64,20295.23,39934.94,37.0,13.48,3.26,409,11,1.22,83.04,698.0
2022-01,Customer Support,Europe,316597.94,234022.81,28298.91,54276.23,43.0,17.14,-3.45,537,38,1.04,71.96,754.0
2022-01,Customer Support,Latin America,258391.23,162895.22,20177.86,75318.15,32.0,29.15,4.35,337,20,0.8,80.7,400.0
2022-01,Customer Support,North America,433214.98,314911.11,38787.15,79516.72,52.0,18.36,-3.99,701,35,1.12,94.32,595.0
2022-01,Engineering,Asia Pacific,864976.71,620667.39,113371.26,130938.06,49.0,15.14,1.68,122,7,4.02,70.82,179.0
2022-01,Engineering,Europe,979234.7,741408.28,124460.9,113365.52,54.0,11.58,-3.29,167,10,5.51,87.16,194.0
2022-01,Engineering,Latin America,564555.52,432641.14,76996.48,54917.9,39.0,9.73,2.05,98,3,5.72,89.81,148.0
2022-01,Engineering,North America,1162227.73,868338.25,209085.76,84803.72,73.0,7.3,-1.41,193,5,4.35,88.7,237.0
2022-01,Finance,Asia Pacific,183882.59,129177.62,6192.59,48512.39,14.0,26.38,4.69,33,1,1.68,88.78,42.0
2022-01,Finance,Europe,259894.26,190711.57,7679.24,61503.45,16.0,23.66,-1.49,44,3,1.72,84.9,50.0
2022-01,Finance,Latin America,149889.76,97686.78,3893.61,48309.37,11.0,32.23,-2.5,23,1,1.79,81.89,22.0
2022-01,Finance,North America,285926.47,176229.37,8434.72,101262.38,20.0,35.42,3.46,60,3,1.28,90.71,47.0
2022-01,HR,Asia Pacific,160603.29,112352.04,2705.17,45546.08,10.0,28.36,-3.12,26,1,3.07,94.79,24.0
2022-01,HR,Europe,202065.65,152438.83,3276.97,46349.85,10.0,22.94,0.36,34,0,2.02,92.25,36.0
2022-01,HR,Latin America,133689.77,106001.99,2356.97,25330.81,7.0,18.95,2.17,19,0,2.51,91.2,20.0
2022-01,HR,North America,192938.78,149636.76,4444.66,38857.36,14.0,20.14,2.68,43,2,2.51,92.39,60.0
2022-01,Marketing,Asia Pacific,712471.21,447324.39,72171.07,192975.75,19.0,27.09,1.55,49,2,2.95,79.82,56.0
2022-01,Marketing,Europe,694960.93,524933.26,57413.95,112613.72,22.0,16.2,4.89,62,4,3.1,83.44,93.0
2022-01,Marketing,Latin America,423065.7,310004.75,50148.42,62912.53,15.0,14.87,-4.19,41,2,3.55,72.23,48.0
2022-01,Marketing,North America,786189.43,510548.08,91394.67,184246.68,25.0,23.44,2.33,90,2,3.55,78.47,108.0
2022-01,Operations,Asia Pacific,374347.08,235932.01,39985.96,98429.11,23.0,26.29,-3.39,166,12,4.77,75.0,191.0
2022-01,Operations,Europe,427795.54,305046.47,50594.85,72154.22,30.0,16.87,-1.07,202,10,4.35,93.14,330.0
2022-01,Operations,Latin America,331590.65,206565.65,45522.99,79502.01,20.0,23.98,4.52,131,7,4.78,88.47,134.0
2022-01,Operations,North America,550728.14,359092.12,72189.12,119446.89,36.0,21.69,2.5,275,5,3.71,82.94,361.0
2022-01,Product,Asia Pacific,538686.81,380032.73,117190.39,41463.69,27.0,7.7,4.39,88,4,6.07,84.14,117.0
2022-01,Product,Europe,611756.01,387358.39,141042.93,83354.69,27.0,13.63,3.5,99,5,5.07,71.45,114.0
2022-01,Product,Latin America,373001.63,287821.26,84121.22,1059.14,19.0,0.28,-2.06,69,1,6.82,92.28,79.0
2022-01,Product,North America,769866.8,539708.46,182743.38,47414.95,33.0,6.16,-4.62,149,4,5.66,82.92,170.0
2022-01,Sales,Asia Pacific,1246018.6,929407.33,68917.61,247693.67,28.0,19.88,-1.09,63,3,2.53,73.67,74.0
2022-01,Sales,Europe,1393498.0,970702.03,59460.0,363335.97,30.0,26.07,-2.23,89,2,1.87,76.07,132.0
2022-01,Sales,Latin America,1062335.51,776982.66,62818.33,222534.51,21.0,20.95,4.63,55,4,1.81,85.85,76.0
2022-01,Sales,North America,1571155.05,1077704.52,90270.09,403180.43,43.0,25.66,3.24,100,7,1.95,72.66,95.0
2022-02,Customer Support,Asia Pacific,376330.78,271007.17,33039.96,72283.65,40.0,19.21,31.17,391,13,0.89,70.71,769.0
2022-02,Customer Support,Europe,369724.55,229541.62,28211.6,111971.33,45.0,30.29,12.75,514,25,0.81,70.17,778.0
2022-02,Customer Support,Latin America,224660.14,146226.42,16979.66,61454.07,31.0,27.35,-9.28,288,18,0.88,92.81,451.0
2022-02,Customer Support,North America,456230.95,331342.98,37837.2,87050.77,56.0,19.08,1.12,728,47,1.24,88.23,730.0
2022-02,Engineering,Asia Pacific,778141.72,504216.24,100005.47,173920.01,49.0,22.35,-8.53,136,3,4.06,79.33,183.0
2022-02,Engineering,Europe,1079019.36,719750.81,140731.85,218536.7,58.0,20.25,6.57,166,10,4.25,87.94,216.0
2022-02,Engineering,Latin America,738930.14,539588.6,116200.99,83140.55,38.0,11.25,33.58,96,7,4.98,91.12,148.0
2022-02,Engineering,North America,1168550.71,893155.31,172426.57,102968.84,65.0,8.81,-0.87,194,7,5.79,72.11,268.0
2022-02,Finance,Asia Pacific,232141.16,166826.92,8057.07,57257.17,14.0,24.66,32.17,37,2,1.47,85.08,44.0
2022-02,Finance,Europe,230831.88,172809.67,5673.32,52348.9,18.0,22.68,-12.5,38,1,1.34,82.13,56.0
2022-02,Finance,Latin America,158467.02,120263.1,3869.14,34334.78,12.0,21.67,3.08,27,1,1.62,78.12,23.0
2022-02,Finance,North America,251580.21,174534.67,6947.43,70098.1,20.0,27.86,-8.97,58,1,1.25,94.4,58.0
2022-02,HR,Asia Pacific,184607.22,131874.99,3717.91,49014.32,10.0,26.55,11.36,25,0,2.47,78.32,24.0
2022-02,HR,Europe,162902.74,100799.57,3791.89,58311.28,11.0,35.8,-19.09,33,0,3.07,92.44,42.0
2022-02,HR,Latin America,126395.72,95400.45,2630.98,28364.3,8.0,22.44,-3.4,19,0,3.08,70.8,22.0
2022-02,HR,North America,244599.2,172268.56,4038.12,68292.52,14.0,27.92,30.18,37,2,2.56,78.13,63.0
2022-02,Marketing,Asia Pacific,585665.44,403764.26,57637.87,124263.31,21.0,21.22,-16.52,54,3,3.81,71.35,56.0
2022-02,Marketing,Europe,773180.65,504158.14,89911.48,179111.03,23.0,23.17,16.7,57,2,2.56,81.82,100.0
2022-02,Marketing,Latin America,497198.28,395451.66,41977.87,59768.76,15.0,12.02,12.6,39,1,2.78,78.27,50.0
2022-02,Marketing,North America,924681.35,728335.4,106197.97,90147.98,28.0,9.75,20.36,88,6,3.63,72.58,112.0
2022-02,Operations,Asia Pacific,472088.52,312027.01,64114.79,95946.72,24.0,20.32,21.84,176,5,4.38,84.27,208.0
2022-02,Operations,Europe,551668.58,414188.57,74274.19,63205.82,25.0,11.46,27.57,202,6,3.9,88.55,360.0
2022-02,Operations,Latin America,303842.46,225067.41,37054.66,41720.39,18.0,13.73,-4.23,129,6,4.33,87.89,136.0
2022-02,Operations,North America,631791.14,495081.21,69144.35,67565.57,36.0,10.69,17.58,277,12,4.22,86.82,382.0
2022-02,Product,Asia Pacific,470569.43,283062.95,83538.08,103968.4,23.0,22.09,-8.81,86,2,7.57,73.52,120.0
