date,date_key,department_id,region_id,tickets_resolved,sla_breaches,cycle_time,utilization,backlog,year,quarter,month,month_name,year_month,department_name,region_name,sla_breach_rate,tickets_per_headcount
2021-07-01,20210701,8,3,81,4,6.38,70.96,63,2021,Q3,7,July,2021-07,Product,Asia Pacific,4.94,2.7
2021-07-01,20210701,8,4,65,1,6.58,84.84,32,2021,Q3,7,July,2021-07,Product,Latin America,1.54,2.17
2021-08-01,20210801,1,1,186,14,4.98,75.69,162,2021,Q3,8,August,2021-08,Engineering,North America,7.53,6.2
2021-08-01,20210801,1,2,160,9,5.61,72.2,159,2021,Q3,8,August,2021-08,Engineering,Europe,5.62,5.33
2021-08-01,20210801,1,3,121,4,5.16,79.75,116,2021,Q3,8,August,2021-08,Engineering,Asia Pacific,3.31,4.03
2021-08-01,20210801,1,4,101,3,6.16,89.54,100,2021,Q3,8,August,2021-08,Engineering,Latin America,2.97,3.37
2021-08-01,20210801,2,1,102,5,1.87,90.6,32,2021,Q3,8,August,2021-08,Sales,North America,4.9,3.4
2021-08-01,20210801,2,2,83,3,1.92,86.12,83,2021,Q3,8,August,2021-08,Sales,Europe,3.61,2.77
2021-08-01,20210801,2,3,67,4,1.86,82.99,41,2021,Q3,8,August,2021-08,Sales,Asia Pacific,5.97,2.23
2021-08-01,20210801,2,4,44,2,2.26,84.8,44,2021,Q3,8,August,2021-08,Sales,Latin America,4.55,1.47
2021-08-01,20210801,3,1,81,1,2.57,84.91,74,2021,Q3,8,August,2021-08,Marketing,North America,1.23,2.7
2021-08-01,20210801,3,2,56,2,3.23,78.22,48,2021,Q3,8,August,2021-08,Marketing,Europe,3.57,1.87
2021-08-01,20210801,3,3,51,2,3.53,86.22,21,2021,Q3,8,August,2021-08,Marketing,Asia Pacific,3.92,1.7
2021-08-01,20210801,3,4,37,0,3.44,79.4,27,2021,Q3,8,August,2021-08,Marketing,Latin America,0.0,1.23
2021-08-01,20210801,4,1,286,15,3.7,75.09,266,2021,Q3,8,August,2021-08,Operations,North America,5.24,9.53
2021-08-01,20210801,4,2,206,7,4.23,74.13,230,2021,Q3,8,August,2021-08,Operations,Europe,3.4,6.87
2021-08-01,20210801,4,3,152,11,5.03,83.13,111,2021,Q3,8,August,2021-08,Operations,Asia Pacific,7.24,5.07
2021-08-01,20210801,4,4,122,7,3.88,77.53,93,2021,Q3,8,August,2021-08,Operations,Latin America,5.74,4.07
2021-08-01,20210801,5,1,53,2,1.41,79.17,35,2021,Q3,8,August,2021-08,Finance,North America,3.77,1.77
2021-08-01,20210801,5,2,37,1,1.26,72.59,28,2021,Q3,8,August,2021-08,Finance,Europe,2.7,1.23
2021-08-01,20210801,5,3,30,1,1.4,91.79,28,2021,Q3,8,August,2021-08,Finance,Asia Pacific,3.33,1.0
2021-08-01,20210801,5,4,23,1,1.49,84.11,13,2021,Q3,8,August,2021-08,Finance,Latin America,4.35,0.77
2021-08-01,20210801,6,1,44,2,2.44,87.76,41,2021,Q3,8,August,2021-08,HR,North America,4.55,1.47
2021-08-01,20210801,6,2,33,1,2.9,72.69,25,2021,Q3,8,August,2021-08,HR,Europe,3.03,1.1
2021-08-01,20210801,6,3,26,0,2.18,77.91,14,2021,Q3,8,August,2021-08,HR,Asia Pacific,0.0,0.87
2021-08-01,20210801,6,4,17,0,2.04,79.93,14,2021,Q3,8,August,2021-08,HR,Latin America,0.0,0.57
2021-08-01,20210801,7,1,733,37,1.21,83.68,466,2021,Q3,8,August,2021-08,Customer Support,North America,5.05,24.43
2021-08-01,20210801,7,2,498,27,1.28,91.48,388,2021,Q3,8,August,2021-08,Customer Support,Europe,5.42,16.6
2021-08-01,20210801,7,3,390,12,1.26,91.32,438,2021,Q3,8,August,2021-08,Customer Support,Asia Pacific,3.08,13.0
2021-08-01,20210801,7,4,303,15,1.03,76.33,287,2021,Q3,8,August,2021-08,Customer Support,Latin America,4.95,10.1
2021-08-01,20210801,8,1,121,3,7.46,88.79,108,2021,Q3,8,August,2021-08,Product,North America,2.48,4.03
2021-08-01,20210801,8,2,103,4,7.02,89.6,80,2021,Q3,8,August,2021-08,Product,Europe,3.88,3.43
2021-08-01,20210801,8,3,86,2,5.81,81.75,68,2021,Q3,8,August,2021-08,Product,Asia Pacific,2.33,2.87
2021-08-01,20210801,8,4,65,2,5.21,79.98,44,2021,Q3,8,August,2021-08,Product,Latin America,3.08,2.17
2021-09-01,20210901,1,1,191,10,5.08,71.78,180,2021,Q3,9,September,2021-09,Engineering,North America,5.24,6.37
2021-09-01,20210901,1,2,162,8,6.18,77.22,161,2021,Q3,9,September,2021-09,Engineering,Europe,4.94,5.4
2021-09-01,20210901,1,3,135,5,5.44,89.8,124,2021,Q3,9,September,2021-09,Engineering,Asia Pacific,3.7,4.5
2021-09-01,20210901,1,4,97,2,4.73,73.62,115,2021,Q3,9,September,2021-09,Engineering,Latin America,2.06,3.23
2021-09-01,20210901,2,1,102,6,2.54,83.19,43,2021,Q3,9,September,2021-09,Sales,North America,5.88,3.4
2021-09-01,20210901,2,2,82,3,2.08,85.07,99,2021,Q3,9,September,2021-09,Sales,Europe,3.66,2.73
2021-09-01,20210901,2,3,72,5,2.49,81.7,50,2021,Q3,9,September,2021-09,Sales,Asia Pacific,6.94,2.4
2021-09-01,20210901,2,4,53,2,2.56,80.39,50,2021,Q3,9,September,2021-09,Sales,Latin America,3.77,1.77
2021-09-01,20210901,3,1,84,6,2.77,88.65,82,2021,Q3,9,September,2021-09,Marketing,North America,7.14,2.8
2021-09-01,20210901,3,2,59,3,3.23,86.52,51,2021,Q3,9,September,2021-09,Marketing,Europe,5.08,1.97
2021-09-01,20210901,3,3,49,2,3.01,74.96,30,2021,Q3,9,September,2021-09,Marketing,Asia Pacific,4.08,1.63
2021-09-01,20210901,3,4,37,2,3.02,78.88,30,2021,Q3,9,September,2021-09,Marketing,Latin America,5.41,1.23
2021-09-01,20210901,4,1,265,13,4.29,82.43,273,2021,Q3,9,September,2021-09,Operations,North America,4.91,8.83
2021-09-01,20210901,4,2,207,6,3.45,93.32,255,2021,Q3,9,September,2021-09,Operations,Europe,2.9,6.9
2021-09-01,20210901,4,3,171,7,5.02,85.95,137,2021,Q3,9,September,2021-09,Operations,Asia Pacific,4.09,5.7
2021-09-01,20210901,4,4,121,9,4.84,91.35,97,2021,Q3,9,September,2021-09,Operations,Latin America,7.44,4.03
2021-09-01,20210901,5,1,51,1,1.4,91.39,35,2021,Q3,9,September,2021-09,Finance,North America,1.96,1.7
2021-09-01,20210901,5,2,38,1,1.35,75.8,34,2021,Q3,9,September,2021-09,Finance,Europe,2.63,1.27
2021-09-01,20210901,5,3,33,0,1.52,80.2,28,2021,Q3,9,September,2021-09,Finance,Asia Pacific,0.0,1.1
2021-09-01,20210901,5,4,25,1,1.74,88.21,13,2021,Q3,9,September,2021-09,Finance,Latin America,4.0,0.83
2021-09-01,20210901,6,1,44,3,3.13,70.39,49,2021,Q3,9,September,2021-09,HR,North America,6.82,1.47
2021-09-01,20210901,6,2,33,2,2.12,88.47,31,2021,Q3,9,September,2021-09,HR,Europe,6.06,1.1
2021-09-01,20210901,6,3,25,1,3.18,81.07,16,2021,Q3,9,September,2021-09,HR,Asia Pacific,4.0,0.83
2021-09-01,20210901,6,4,18,1,2.1,82.53,16,2021,Q3,9,September,2021-09,HR,Latin America,5.56,0.6
2021-09-01,20210901,7,1,715,39,1.25,93.55,475,2021,Q3,9,September,2021-09,Customer Support,North America,5.45,23.83
2021-09-01,20210901,7,2,509,10,0.96,83.42,480,2021,Q3,9,September,2021-09,Customer Support,Europe,1.96,16.97
2021-09-01,20210901,7,3,444,12,0.85,84.73,485,2021,Q3,9,September,2021-09,Customer Support,Asia Pacific,2.7,14.8
2021-09-01,20210901,7,4,297,21,1.26,80.07,339,2021,Q3,9,September,2021-09,Customer Support,Latin America,7.07,9.9
2021-09-01,20210901,8,1,132,8,6.23,73.06,132,2021,Q3,9,September,2021-09,Product,North America,6.06,4.4
2021-09-01,20210901,8,2,103,6,5.9,70.47,82,2021,Q3,9,September,2021-09,Product,Europe,5.83,3.43
2021-09-01,20210901,8,3,83,5,5.8,87.39,79,2021,Q3,9,September,2021-09,Product,Asia Pacific,6.02,2.77
2021-09-01,20210901,8,4,64,3,7.54,82.23,49,2021,Q3,9,September,2021-09,Product,Latin America,4.69,2.13
2021-10-01,20211001,1,1,191,7,4.11,85.84,189,2021,Q4,10,October,2021-10,Engineering,North America,3.66,6.37
2021-10-01,20211001,1,2,150,9,4.82,76.05,166,2021,Q4,10,October,2021-10,Engineering,Europe,6.0,5.0
2021-10-01,20211001,1,3,132,3,5.13,82.67,142,2021,Q4,10,October,2021-10,Engineering,Asia Pacific,2.27,4.4
2021-10-01,20211001,1,4,96,6,4.11,77.41,120,2021,Q4,10,October,2021-10,Engineering,Latin America,6.25,3.2
2021-10-01,20211001,2,1,100,3,1.91,83.05,56,2021,Q4,10,October,2021-10,Sales,North America,3.0,3.33
2021-10-01,20211001,2,2,81,5,1.94,77.26,107,2021,Q4,10,October,2021-10,Sales,Europe,6.17,2.7
2021-10-01,20211001,2,3,60,1,2.02,93.57,58,2021,Q4,10,October,2021-10,Sales,Asia Pacific,1.67,2.0
2021-10-01,20211001,2,4,46,3,2.33,85.27,57,2021,Q4,10,October,2021-10,Sales,Latin America,6.52,1.53
2021-10-01,20211001,3,1,79,2,3.17,83.72,90,2021,Q4,10,October,2021-10,Marketing,North America,2.53,2.63
2021-10-01,20211001,3,2,63,4,3.75,91.89,61,2021,Q4,10,October,2021-10,Marketing,Europe,6.35,2.1
2021-10-01,20211001,3,3,54,1,2.8,82.38,39,2021,Q4,10,October,2021-10,Marketing,Asia Pacific,1.85,1.8
2021-10-01,20211001,3,4,37,2,2.61,76.31,35,2021,Q4,10,October,2021-10,Marketing,Latin America,5.41,1.23
2021-10-01,20211001,4,1,253,10,3.73,78.75,308,2021,Q4,10,October,2021-10,Operations,North America,3.95,8.43
2021-10-01,20211001,4,2,203,10,3.4,90.13,270,2021,Q4,10,October,2021-10,Operations,Europe,4.93,6.77
2021-10-01,20211001,4,3,172,10,3.62,92.12,158,2021,Q4,10,October,2021-10,Operations,Asia Pacific,5.81,5.73
2021-10-01,20211001,4,4,123,3,5.08,88.88,102,2021,Q4,10,October,2021-10,Operations,Latin America,2.44,4.1
2021-10-01,20211001,5,1,52,3,1.72,89.14,39,2021,Q4,10,October,2021-10,Finance,North America,5.77,1.73
2021-10-01,20211001,5,2,43,1,1.36,85.82,42,2021,Q4,10,October,2021-10,Finance,Europe,2.33,1.43
2021-10-01,20211001,5,3,32,1,1.71,83.54,33,2021,Q4,10,October,2021-10,Finance,Asia Pacific,3.12,1.07
2021-10-01,20211001,5,4,26,0,1.95,88.81,17,2021,Q4,10,October,2021-10,Finance,Latin America,0.0,0.87
2021-10-01,20211001,6,1,41,2,2.14,78.69,56,2021,Q4,10,October,2021-10,HR,North America,4.88,1.37
2021-10-01,20211001,6,2,29,0,2.99,90.89,31,2021,Q4,10,October,2021-10,HR,Europe,0.0,0.97
2021-10-01,20211001,6,3,26,1,2.65,90.76,18,2021,Q4,10,October,2021-10,HR,Asia Pacific,3.85,0.87
2021-10-01,20211001,6,4,17,0,2.63,83.28,18,2021,Q4,10,October,2021-10,HR,Latin America,0.0,0.57
2021-10-01,20211001,7,1,718,39,1.19,74.79,482,2021,Q4,10,October,2021-10,Customer Support,North America,5.43,23.93
2021-10-01,20211001,7,2,561,13,0.92,87.38,525,2021,Q4,10,October,2021-10,Customer Support,Europe,2.32,18.7
2021-10-01,20211001,7,3,449,17,0.81,77.52,536,2021,Q4,10,October,2021-10,Customer Support,Asia Pacific,3.79,14.97
2021-10-01,20211001,7,4,305,15,1.24,92.81,355,2021,Q4,10,October,2021-10,Customer Support,Latin America,4.92,10.17
2021-10-01,20211001,8,1,134,7,7.65,94.97,138,2021,Q4,10,October,2021-10,Product,North America,5.22,4.47
2021-10-01,20211001,8,2,109,4,4.82,70.23,92,2021,Q4,10,October,2021-10,Product,Europe,3.67,3.63
2021-10-01,20211001,8,3,83,1,6.86,77.35,88,2021,Q4,10,October,2021-10,Product,Asia Pacific,1.2,2.77
2021-10-01,20211001,8,4,60,1,6.02,75.81,55,2021,Q4,10,October,2021-10,Product,Latin America,1.67,2.0
2021-11-01,20211101,1,1,192,9,4.39,86.77,217,2021,Q4,11,November,2021-11,Engineering,North America,4.69,6.4
2021-11-01,20211101,1,2,145,6,4.18,84.95,173,2021,Q4,11,November,2021-11,Engineering,Europe,4.14,4.83
2021-11-01,20211101,1,3,126,6,6.31,83.73,156,2021,Q4,11,November,2021-11,Engineering,Asia Pacific,4.76,4.2
2021-11-01,20211101,1,4,92,7,5.94,77.14,135,2021,Q4,11,November,2021-11,Engineering,Latin America,7.61,3.07
2021-11-01,20211101,2,1,107,7,2.42,74.72,71,2021,Q4,11,November,2021-11,Sales,North America,6.54,3.57
2021-11-01,20211101,2,2,80,3,1.9,88.14,110,2021,Q4,11,November,2021-11,Sales,Europe,3.75,2.67
2021-11-01,20211101,2,3,60,3,1.77,72.61,60,2021,Q4,11,November,2021-11,Sales,Asia Pacific,5.0,2.0
2021-11-01,20211101,2,4,49,2,1.64,94.26,64,2021,Q4,11,November,2021-11,Sales,Latin America,4.08,1.63
2021-11-01,20211101,3,1,79,3,3.07,85.66,92,2021,Q4,11,November,2021-11,Marketing,North America,3.8,2.63
2021-11-01,20211101,3,2,59,4,2.78,79.5,71,2021,Q4,11,November,2021-11,Marketing,Europe,6.78,1.97
2021-11-01,20211101,3,3,52,2,3.43,70.49,46,2021,Q4,11,November,2021-11,Marketing,Asia Pacific,3.85,1.73
2021-11-01,20211101,3,4,37,2,3.83,93.14,41,2021,Q4,11,November,2021-11,Marketing,Latin America,5.41,1.23
2021-11-01,20211101,4,1,273,11,4.13,87.25,356,2021,Q4,11,November,2021-11,Operations,North America,4.03,9.1
2021-11-01,20211101,4,2,197,14,4.83,94.47,304,2021,Q4,11,November,2021-11,Operations,Europe,7.11,6.57
2021-11-01,20211101,4,3,160,4,3.42,77.28,177,2021,Q4,11,November,2021-11,Operations,Asia Pacific,2.5,5.33
2021-11-01,20211101,4,4,133,9,4.45,70.14,106,2021,Q4,11,November,2021-11,Operations,Latin America,6.77,4.43
2021-11-01,20211101,5,1,50,2,1.58,71.08,42,2021,Q4,11,November,2021-11,Finance,North America,4.0,1.67
2021-11-01,20211101,5,2,39,2,1.55,82.38,45,2021,Q4,11,November,2021-11,Finance,Europe,5.13,1.3
2021-11-01,20211101,5,3,36,1,1.59,88.4,37,2021,Q4,11,November,2021-11,Finance,Asia Pacific,2.78,1.2
2021-11-01,20211101,5,4,27,1,1.55,72.21,20,2021,Q4,11,November,2021-11,Finance,Latin America,3.7,0.9
2021-11-01,20211101,6,1,39,1,2.68,83.31,56,2021,Q4,11,November,2021-11,HR,North America,2.56,1.3
2021-11-01,20211101,6,2,32,1,2.24,81.74,35,2021,Q4,11,November,2021-11,HR,Europe,3.12,1.07
2021-11-01,20211101,6,3,25,1,2.4,85.26,22,2021,Q4,11,November,2021-11,HR,Asia Pacific,4.0,0.83
2021-11-01,20211101,6,4,19,0,2.58,92.27,18,2021,Q4,11,November,2021-11,HR,Latin America,0.0,0.63
2021-11-01,20211101,7,1,749,57,0.84,93.34,536,2021,Q4,11,November,2021-11,Customer Support,North America,7.61,24.97
2021-11-01,20211101,7,2,561,25,1.02,85.86,611,2021,Q4,11,November,2021-11,Customer Support,Europe,4.46,18.7
2021-11-01,20211101,7,3,380,21,0.89,78.65,562,2021,Q4,11,November,2021-11,Customer Support,Asia Pacific,5.53,12.67
2021-11-01,20211101,7,4,313,12,0.85,73.64,357,2021,Q4,11,November,2021-11,Customer Support,Latin America,3.83,10.43
2021-11-01,20211101,8,1,135,10,5.15,93.66,157,2021,Q4,11,November,2021-11,Product,North America,7.41,4.5
2021-11-01,20211101,8,2,107,6,7.28,72.67,102,2021,Q4,11,November,2021-11,Product,Europe,5.61,3.57
2021-11-01,20211101,8,3,87,4,7.3,71.81,100,2021,Q4,11,November,2021-11,Product,Asia Pacific,4.6,2.9
2021-11-01,20211101,8,4,63,2,5.82,85.52,66,2021,Q4,11,November,2021-11,Product,Latin America,3.17,2.1
2021-12-01,20211201,1,1,205,14,5.01,72.56,219,2021,Q4,12,December,2021-12,Engineering,North America,6.83,6.83
2021-12-01,20211201,1,2,144,6,4.84,87.95,194,2021,Q4,12,December,2021-12,Engineering,Europe,4.17,4.8
2021-12-01,20211201,1,3,115,3,4.69,83.69,159,2021,Q4,12,December,2021-12,Engineering,Asia Pacific,2.61,3.83
2021-12-01,20211201,1,4,87,6,6.01,74.52,142,2021,Q4,12,December,2021-12,Engineering,Latin America,6.9,2.9
2021-12-01,20211201,2,1,106,7,2.11,73.2,86,2021,Q4,12,December,2021-12,Sales,North America,6.6,3.53
2021-12-01,20211201,2,2,82,2,1.98,82.44,115,2021,Q4,12,December,2021-12,Sales,Europe,2.44,2.73
2021-12-01,20211201,2,3,64,2,1.62,89.31,62,2021,Q4,12,December,2021-12,Sales,Asia Pacific,3.12,2.13
2021-12-01,20211201,2,4,46,2,2.37,90.35,68,2021,Q4,12,December,2021-12,Sales,Latin America,4.35,1.53
2021-12-01,20211201,3,1,77,4,3.45,76.16,105,2021,Q4,12,December,2021-12,Marketing,North America,5.19,2.57
2021-12-01,20211201,3,2,58,4,3.69,87.2,81,2021,Q4,12,December,2021-12,Marketing,Europe,6.9,1.93
2021-12-01,20211201,3,3,52,1,3.06,71.79,50,2021,Q4,12,December,2021-12,Marketing,Asia Pacific,1.92,1.73
2021-12-01,20211201,3,4,39,1,2.9,84.88,47,2021,Q4,12,December,2021-12,Marketing,Latin America,2.56,1.3
2021-12-01,20211201,4,1,249,10,3.52,87.38,361,2021,Q4,12,December,2021-12,Operations,North America,4.02,8.3
2021-12-01,20211201,4,2,217,8,3.6,93.41,304,2021,Q4,12,December,2021-12,Operations,Europe,3.69,7.23
2021-12-01,20211201,4,3,166,3,4.17,82.53,187,2021,Q4,12,December,2021-12,Operations,Asia Pacific,1.81,5.53
2021-12-01,20211201,4,4,117,4,4.54,89.56,118,2021,Q4,12,December,2021-12,Operations,Latin America,3.42,3.9
2021-12-01,20211201,5,1,55,1,1.42,74.05,44,2021,Q4,12,December,2021-12,Finance,North America,1.82,1.83
2021-12-01,20211201,5,2,39,1,1.62,93.62,46,2021,Q4,12,December,2021-12,Finance,Europe,2.56,1.3
2021-12-01,20211201,5,3,34,2,1.62,76.38,38,2021,Q4,12,December,2021-12,Finance,Asia Pacific,5.88,1.13
2021-12-01,20211201,5,4,22,0,1.76,71.19,20,2021,Q4,12,December,2021-12,Finance,Latin America,0.0,0.73
2021-12-01,20211201,6,1,42,2,2.57,87.45,59,2021,Q4,12,December,2021-12,HR,North America,4.76,1.4
2021-12-01,20211201,6,2,29,1,2.72,93.7,35,2021,Q4,12,December,2021-12,HR,Europe,3.45,0.97
2021-12-01,20211201,6,3,25,0,2.64,70.6,23,2021,Q4,12,December,2021-12,HR,Asia Pacific,0.0,0.83
2021-12-01,20211201,6,4,20,1,2.56,77.14,19,2021,Q4,12,December,2021-12,HR,Latin America,5.0,0.67
2021-12-01,20211201,7,1,669,46,1.28,80.97,588,2021,Q4,12,December,2021-12,Customer Support,North America,6.88,22.3
2021-12-01,20211201,7,2,564,25,1.08,75.77,694,2021,Q4,12,December,2021-12,Customer Support,Europe,4.43,18.8
2021-12-01,20211201,7,3,424,29,1.19,75.38,622,2021,Q4,12,December,2021-12,Customer Support,Asia Pacific,6.84,14.13
2021-12-01,20211201,7,4,335,13,0.89,70.07,387,2021,Q4,12,December,2021-12,Customer Support,Latin America,3.88,11.17
2021-12-01,20211201,8,1,133,7,5.36,91.49,163,2021,Q4,12,December,2021-12,Product,North America,5.26,4.43
2021-12-01,20211201,8,2,99,4,6.3,75.38,107,2021,Q4,12,December,2021-12,Product,Europe,4.04,3.3
2021-12-01,20211201,8,3,78,4,7.11,81.56,111,2021,Q4,12,December,2021-12,Product,Asia Pacific,5.13,2.6
2021-12-01,20211201,8,4,66,1,7.7,90.53,68,2021,Q4,12,December,2021-12,Product,Latin America,1.52,2.2
2022-01-01,20220101,1,1,193,5,4.35,88.7,237,2022,Q1,1,January,2022-01,Engineering,North America,2.59,6.43
2022-01-01,20220101,1,2,167,10,5.51,87.16,194,2022,Q1,1,January,2022-01,Engineering,Europe,5.99,5.57
2022-01-01,20220101,1,3,122,7,4.02,70.82,179,2022,Q1,1,January,2022-01,Engineering,Asia Pacific,5.74,4.07
2022-01-01,20220101,1,4,98,3,5.72,89.81,148,2022,Q1,1,January,2022-01,Engineering,Latin America,3.06,3.27
2022-01-01,20220101,2,1,100,7,1.95,72.66,95,2022,Q1,1,January,2022-01,Sales,North America,7.0,3.33
2022-01-01,20220101,2,2,89,2,1.87,76.07,132,2022,Q1,1,January,2022-01,Sales,Europe,2.25,2.97
2022-01-01,20220101,2,3,63,3,2.53,73.67,74,2022,Q1,1,January,2022-01,Sales,Asia Pacific,4.76,2.1
2022-01-01,20220101,2,4,55,4,1.81,85.85,76,2022,Q1,1,January,2022-01,Sales,Latin America,7.27,1.83
2022-01-01,20220101,3,1,90,2,3.55,78.47,108,2022,Q1,1,January,2022-01,Marketing,North America,2.22,3.0
2022-01-01,20220101,3,2,62,4,3.1,83.44,93,2022,Q1,1,January,2022-01,Marketing,Europe,6.45,2.07
2022-01-01,20220101,3,3,49,2,2.95,79.82,56,2022,Q1,1,January,2022-01,Marketing,Asia Pacific,4.08,1.63
2022-01-01,20220101,3,4,41,2,3.55,72.23,48,2022,Q1,1,January,2022-01,Marketing,Latin America,4.88,1.37
2022-01-01,20220101,4,1,275,5,3.71,82.94,361,2022,Q1,1,January,2022-01,Operations,North America,1.82,9.17
2022-01-01,20220101,4,2,202,10,4.35,93.14,330,2022,Q1,1,January,2022-01,Operations,Europe,4.95,6.73
2022-01-01,20220101,4,3,166,12,4.77,75.0,191,2022,Q1,1,January,2022-01,Operations,Asia Pacific,7.23,5.53
2022-01-01,20220101,4,4,131,7,4.78,88.47,134,2022,Q1,1,January,2022-01,Operations,Latin America,5.34,4.37
2022-01-01,20220101,5,1,60,3,1.28,90.71,47,2022,Q1,1,January,2022-01,Finance,North America,5.0,2.0
2022-01-01,20220101,5,2,44,3,1.72,84.9,50,2022,Q1,1,January,2022-01,Finance,Europe,6.82,1.47
2022-01-01,20220101,5,3,33,1,1.68,88.78,42,2022,Q1,1,January,2022-01,Finance,Asia Pacific,3.03,1.1
2022-01-01,20220101,5,4,23,1,1.79,81.89,22,2022,Q1,1,January,2022-01,Finance,Latin America,4.35,0.77
2022-01-01,20220101,6,1,43,2,2.51,92.39,60,2022,Q1,1,January,2022-01,HR,North America,4.65,1.43
2022-01-01,20220101,6,2,34,0,2.02,92.25,36,2022,Q1,1,January,2022-01,HR,Europe,0.0,1.13
2022-01-01,20220101,6,3,26,1,3.07,94.79,24,2022,Q1,1,January,2022-01,HR,Asia Pacific,3.85,0.87
2022-01-01,20220101,6,4,19,0,2.51,91.2,20,2022,Q1,1,January,2022-01,HR,Latin America,0.0,0.63
2022-01-01,20220101,7,1,701,35,1.12,94.32,595,2022,Q1,1,January,2022-01,Customer Support,North America,4.99,23.37
2022-01-01,20220101,7,2,537,38,1.04,71.96,754,2022,Q1,1,January,2022-01,Customer Support,Europe,7.08,17.9
2022-01-01,20220101,7,3,409,11,1.22,83.04,698,2022,Q1,1,January,2022-01,Customer Support,Asia Pacific,2.69,13.63
2022-01-01,20220101,7,4,337,20,0.8,80.7,400,2022,Q1,1,January,2022-01,Customer Support,Latin America,5.93,11.23
2022-01-01,20220101,8,1,149,4,5.66,82.92,170,2022,Q1,1,January,2022-01,Product,North America,2.68,4.97
2022-01-01,20220101,8,2,99,5,5.07,71.45,114,2022,Q1,1,January,2022-01,Product,Europe,5.05,3.3
2022-01-01,20220101,8,3,88,4,6.07,84.14,117,2022,Q1,1,January,2022-01,Product,Asia Pacific,4.55,2.93
2022-01-01,20220101,8,4,69,1,6.82,92.28,79,2022,Q1,1,January,2022-01,Product,Latin America,1.45,2.3
2022-02-01,20220201,1,1,194,7,5.79,72.11,268,2022,Q1,2,February,2022-02,Engineering,North America,3.61,6.47
2022-02-01,20220201,1,2,166,10,4.25,87.94,216,2022,Q1,2,February,2022-02,Engineering,Europe,6.02,5.53
2022-02-01,20220201,1,3,136,3,4.06,79.33,183,2022,Q1,2,February,2022-02,Engineering,Asia Pacific,2.21,4.53
2022-02-01,20220201,1,4,96,7,4.98,91.12,148,2022,Q1,2,February,2022-02,Engineering,Latin America,7.29,3.2
2022-02-01,20220201,2,1,103,2,1.93,92.7,96,2022,Q1,2,February,2022-02,Sales,North America,1.94,3.43
2022-02-01,20220201,2,2,87,4,2.54,73.06,135,2022,Q1,2,February,2022-02,Sales,Europe,4.6,2.9
2022-02-01,20220201,2,3,61,2,1.88,91.75,81,2022,Q1,2,February,2022-02,Sales,Asia Pacific,3.28,2.03
2022-02-01,20220201,2,4,52,2,1.69,81.13,86,2022,Q1,2,February,2022-02,Sales,Latin America,3.85,1.73
2022-02-01,20220201,3,1,88,6,3.63,72.58,112,2022,Q1,2,February,2022-02,Marketing,North America,6.82,2.93
2022-02-01,20220201,3,2,57,2,2.56,81.82,100,2022,Q1,2,February,2022-02,Marketing,Europe,3.51,1.9
2022-02-01,20220201,3,3,54,3,3.81,71.35,56,2022,Q1,2,February,2022-02,Marketing,Asia Pacific,5.56,1.8
2022-02-01,20220201,3,4,39,1,2.78,78.27,50,2022,Q1,2,February,2022-02,Marketing,Latin America,2.56,1.3
2022-02-01,20220201,4,1,277,12,4.22,86.82,382,2022,Q1,2,February,2022-02,Operations,North America,4.33,9.23
2022-02-01,20220201,4,2,202,6,3.9,88.55,360,2022,Q1,2,February,2022-02,Operations,Europe,2.97,6.73
2022-02-01,20220201,4,3,176,5,4.38,84.27,208,2022,Q1,2,February,2022-02,Operations,Asia Pacific,2.84,5.87
2022-02-01,20220201,4,4,129,6,4.33,87.89,136,2022,Q1,2,February,2022-02,Operations,Latin America,4.65,4.3
2022-02-01,20220201,5,1,58,1,1.25,94.4,58,2022,Q1,2,February,2022-02,Finance,North America,1.72,1.93
2022-02-01,20220201,5,2,38,1,1.34,82.13,56,2022,Q1,2,February,2022-02,Finance,Europe,2.63,1.27
2022-02-01,20220201,5,3,37,2,1.47,85.08,44,2022,Q1,2,February,2022-02,Finance,Asia Pacific,5.41,1.23
2022-02-01,20220201,5,4,27,1,1.62,78.12,23,2022,Q1,2,February,2022-02,Finance,Latin America,3.7,0.9
2022-02-01,20220201,6,1,37,2,2.56,78.13,63,2022,Q1,2,February,2022-02,HR,North America,5.41,1.23
2022-02-01,20220201,6,2,33,0,3.07,92.44,42,2022,Q1,2,February,2022-02,HR,Europe,0.0,1.1
2022-02-01,20220201,6,3,25,0,2.47,78.32,24,2022,Q1,2,February,2022-02,HR,Asia Pacific,0.0,0.83
2022-02-01,20220201,6,4,19,0,3.08,70.8,22,2022,Q1,2,February,2022-02,HR,Latin America,0.0,0.63
2022-02-01,20220201,7,1,728,47,1.24,88.23,730,2022,Q1,2,February,2022-02,Customer Support,North America,6.46,24.27
2022-02-01,20220201,7,2,514,25,0.81,70.17,778,2022,Q1,2,February,2022-02,Customer Support,Europe,4.86,17.13
2022-02-01,20220201,7,3,391,13,0.89,70.71,769,2022,Q1,2,February,2022-02,Customer Support,Asia Pacific,3.32,13.03
2022-02-01,20220201,7,4,288,18,0.88,92.81,451,2022,Q1,2,February,2022-02,Customer Support,Latin America,6.25,9.6
2022-02-01,20220201,8,1,142,8,4.82,94.62,194,2022,Q1,2,February,2022-02,Product,North America,5.63,4.73
